Code,Company,Market,Index,Price,SEDOL,ISIN,Exchange,Bloomberg,Tier,Currency,IndLoanRate,RepoRate,almRate,LCR,RWA,BorrowRate
JWN,NORDSTROM INC,US,Russell 1000,46.22,2641827,US6556641008,New York Stock Exchange Inc.,JWN:US,2,USD,0.19,0.22,0.15,0.01,0.15,0.04
SNV,SYNOVUS FINANCIAL CORP,US,Russell 1000,43.56,BMH4NJ8,US87161C5013,New York Stock Exchange Inc.,SNV:US,2,USD,0.01,0.05,0.1,0.14,0.07,0.17
GNTX,GENTEX CORP,US,Russell 1000,19.13,2366799,US3719011096,NASDAQ,GNTX:US,2,USD,0.16,0.16,0.21,0.04,0.17,0.2
LECO,LINCOLN ELECTRIC HOLDINGS INC,US,Russell 1000,91.77,2516851,US5339001068,NASDAQ,LECO:US,2,USD,0.11,0.01,0.07,0.06,0.04,0.19
HRB,H&R BLOCK INC,US,Russell 1000,26.16,2105505,US0936711052,New York Stock Exchange Inc.,HRB:US,2,USD,0.12,0.09,0.12,0.11,0.17,0.04
JLL,JONES LANG LASALLE INC,US,Russell 1000,120.74,2040640,US48020Q1076,New York Stock Exchange Inc.,JLL:US,2,USD,0.21,0.22,0.06,0.03,0.22,0.2
UTHR,UNITED THERAPEUTICS CORP,US,Russell 1000,117.53,2430412,US91307C1027,NASDAQ,UTHR:US,2,USD,0.06,0.15,0.05,0.12,0.19,0.06
AMH,AMERICAN HOMES RENT REIT CLASS A,US,Russell 1000,22.15,BCF5RR9,US02665T3068,New York Stock Exchange Inc.,AMH:US,2,USD,0.02,0.11,0.17,0.08,0.11,0.01
RS,RELIANCE STEEL & ALUMINUM,US,Russell 1000,73.84,2729068,US7595091023,New York Stock Exchange Inc.,RS:US,2,USD,0.14,0.09,0.15,0.13,0.11,0.08
BAH,BOOZ ALLEN HAMILTON HOLDING CORP C,US,Russell 1000,36.34,B5367T7,US0995021062,New York Stock Exchange Inc.,BAH:US,2,USD,0.04,0.13,0.13,0.19,0.04,0.07
GDDY,GODADDY INC CLASS A,US,Russell 1000,44.87,BWFRFC6,US3802371076,New York Stock Exchange Inc.,GDDY:US,2,USD,0.08,0.07,0.22,0.04,0.04,0.01
BWXT,BWX TECHNOLOGIES INC,US,Russell 1000,54.53,BZ0W624,US05605H1005,New York Stock Exchange Inc.,BWXT:US,2,USD,0.06,0.17,0.19,0.12,0.06,0.03
AIZ,ASSURANT INC,US,Russell 1000,92.97,2331430,US04621X1081,New York Stock Exchange Inc.,AIZ:US,2,USD,0.12,0.06,0.19,0.12,0.06,0.09
ULTI,ULTIMATE SOFTWARE GROUP INC,US,Russell 1000,185.65,2249964,US90385D1072,NASDAQ,ULTI:US,2,USD,0.19,0.08,0.12,0.2,0.09,0.16
LAMR,LAMAR ADVERTISING COMPANY CLAS,US,Russell 1000,63.97,BSPHGN6,US5128161099,NASDAQ,LAMR:US,2,USD,0.11,0.1,0.18,0.11,0.18,0.08
HIW,HIGHWOODS PROPERTIES REIT INC,US,Russell 1000,51.88,2420640,US4312841087,New York Stock Exchange Inc.,HIW:US,2,USD,0.21,0.03,0.02,0.2,0.02,0.04
HP,HELMERICH & PAYNE INC,US,Russell 1000,49.06,2420101,US4234521015,New York Stock Exchange Inc.,HP:US,2,USD,0.19,0.02,0.12,0.2,0.11,0.19
HXL,HEXCEL CORP,US,Russell 1000,56.78,2416779,US4282911084,New York Stock Exchange Inc.,HXL:US,2,USD,0.15,0.02,0.02,0.16,0.14,0.04
S,SPRINT CORP,US,Russell 1000,8.2,BC4FF21,US85207U1051,New York Stock Exchange Inc.,S:US,2,USD,0.02,0.18,0.2,0.09,0.13,0.07
LAZ,LAZARD LTD CLASS A,US,Russell 1000,43.11,B081VQ7,BMG540501027,New York Stock Exchange Inc.,LAZ:US,2,USD,0.14,0.22,0.06,0.16,0.03,0.09
NRZ,NEW RESIDENTIAL INVESTMENT REIT CO,US,Russell 1000,16.79,BRJ9GW0,US64828T2015,New York Stock Exchange Inc.,NRZ:US,2,USD,0.21,0.06,0.12,0.06,0.07,0.15
ARRS,ARRIS INTERNATIONAL PLC,US,Russell 1000,27.72,BZ04Y37,GB00BZ04Y379,NASDAQ,ARRS:US,2,USD,0.19,0.05,0.03,0.11,0.15,0.08
RNR,RENAISSANCERE HOLDING LTD,US,Russell 1000,130.99,2728429,BMG7496G1033,New York Stock Exchange Inc.,RNR:US,2,USD,0.06,0.2,0.01,0.06,0.08,0.05
FAF,FIRST AMERICAN FINANCIAL CORP,US,Russell 1000,49.3,B4NFPK4,US31847R1023,New York Stock Exchange Inc.,FAF:US,2,USD,0.05,0.15,0.06,0.08,0.17,0.21
RL,RALPH LAUREN CORP CLASS A,US,Russell 1000,91.03,B4V9661,US7512121010,New York Stock Exchange Inc.,RL:US,2,USD,0.15,0.16,0.08,0.11,0.17,0.08
CSRA,CSRA INC,US,Russell 1000,31.75,BYQKXC4,US12650T1043,New York Stock Exchange Inc.,CSRA:US,2,USD,0.18,0.14,0.16,0.05,0.16,0.07
MDU,MDU RESOURCES GROUP INC,US,Russell 1000,26.65,2547323,US5526901096,New York Stock Exchange Inc.,MDU:US,2,USD,0.18,0.22,0.06,0.03,0.21,0.17
CFR,CULLEN FROST BANKERS INC,US,Russell 1000,89.69,2239556,US2298991090,New York Stock Exchange Inc.,CFR:US,2,USD,0.19,0.05,0.22,0.08,0.22,0.2
MAT,MATTEL INC,US,Russell 1000,15.05,2572303,US5770811025,NASDAQ,MAT:US,2,USD,0.19,0.05,0.13,0.19,0.06,0.08
BRCD,BROCADE COMMUNICATIONS SYSTEMS INC,US,Russell 1000,12.24,2422174,US1116213067,NASDAQ,BRCD:US,2,USD,0.18,0.15,0.19,0.05,0.17,0.04
EEFT,EURONET WORLDWIDE INC,US,Russell 1000,98.02,2320148,US2987361092,NASDAQ,EEFT:US,2,USD,0.14,0.05,0.11,0.07,0.11,0.2
EVHC,ENVISION HEALTHCARE CORP,US,Russell 1000,43.11,BD8NPH3,US29414D1000,New York Stock Exchange Inc.,EVHC:US,2,USD,0.13,0.06,0.18,0.15,0.14,0.18
AGCO,AGCO CORP,US,Russell 1000,72.97,2010278,US0010841023,New York Stock Exchange Inc.,AGCO:US,2,USD,0.08,0.03,0.1,0.11,0.16,0.1
CBSH,COMMERCE BANCSHARES INC,US,Russell 1000,55.89,2213204,US2005251036,NASDAQ,CBSH:US,2,USD,0.07,0.02,0.05,0.18,0.1,0.09
HPP,HUDSON PACIFIC PROPERTIES REIT INC,US,Russell 1000,32.22,B64B9P8,US4440971095,New York Stock Exchange Inc.,HPP:US,2,USD,0.16,0.02,0.03,0.07,0.15,0.1
GRA,WR GRACE,US,Russell 1000,72.21,2232685,US38388F1084,New York Stock Exchange Inc.,GRA:US,2,USD,0.01,0.02,0.06,0.21,0.08,0.22
EGN,ENERGEN CORP,US,Russell 1000,52.39,2012672,US29265N1081,New York Stock Exchange Inc.,EGN:US,2,USD,0.19,0.04,0.07,0.21,0.12,0.04
NBIX,NEUROCRINE BIOSCIENCES INC,US,Russell 1000,56.33,2623911,US64125C1099,NASDAQ,NBIX:US,2,USD,0.04,0.22,0.22,0.16,0.1,0.19
ATHN,ATHENAHEALTH INC,US,Russell 1000,124.38,B24FJV8,US04685W1036,NASDAQ,ATHN:US,2,USD,0.08,0.09,0.04,0.02,0.11,0.17
AGO,ASSURED GUARANTY LTD,US,Russell 1000,41.41,B00V7H8,BMG0585R1060,New York Stock Exchange Inc.,AGO:US,2,USD,0.2,0.03,0.13,0.03,0.13,0.09
SGEN,SEATTLE GENETICS INC,US,Russell 1000,51.79,2738127,US8125781026,NASDAQ,SGEN:US,2,USD,0.17,0.09,0.02,0.14,0.12,0.09
TRIP,TRIPADVISOR INC,US,Russell 1000,43.6,B6ZC3N6,US8969452015,NASDAQ,TRIP:US,2,USD,0.14,0.19,0.06,0.14,0.02,0.12
BIO,BIO RAD LABORATORIES INC CLASS A,US,Russell 1000,230.35,2098508,US0905722072,New York Stock Exchange Inc.,BIO:US,2,USD,0.16,0.05,0.21,0.12,0.06,0.18
CRL,CHARLES RIVER LABORATORIES INTERNA,US,Russell 1000,105.68,2604336,US1598641074,New York Stock Exchange Inc.,CRL:US,2,USD,0.08,0.19,0.15,0.09,0.01,0.14
AVT,AVNET INC,US,Russell 1000,38.79,2066505,US0538071038,New York Stock Exchange Inc.,AVT:US,2,USD,0.04,0.01,0.02,0.09,0.04,0.17
NWSA,NEWS CORP CLASS A,US,Russell 1000,13.05,BBGVT40,US65249B1098,NASDAQ,NWSA:US,2,USD,0.08,0.07,0.21,0.12,0.11,0.04
CUBE,CUBESMART REIT,US,Russell 1000,26.33,B6SW913,US2296631094,New York Stock Exchange Inc.,CUBE:US,2,USD,0.21,0.17,0.05,0.02,0.15,0.12
RLGY,REALOGY HOLDINGS CORP,US,Russell 1000,34.06,B5T0CW1,US75605Y1064,New York Stock Exchange Inc.,RLGY:US,2,USD,0.22,0.05,0.03,0.09,0.14,0.16
CY,CYPRESS SEMICONDUCTOR CORP,US,Russell 1000,14.69,2244549,US2328061096,NASDAQ,CY:US,2,USD,0.17,0.03,0.12,0.13,0.07,0.15
AXS,AXIS CAPITAL HOLDINGS LTD,US,Russell 1000,56.73,2677606,BMG0692U1099,New York Stock Exchange Inc.,AXS:US,2,USD,0.11,0.16,0.13,0.05,0.05,0.16
BC,BRUNSWICK CORP,US,Russell 1000,53.21,2149309,US1170431092,New York Stock Exchange Inc.,BC:US,2,USD,0.18,0.21,0.06,0.05,0.14,0.08
DNKN,DUNKIN BRANDS GROUP INC,US,Russell 1000,53.08,B3LHT03,US2655041000,NASDAQ,DNKN:US,2,USD,0.05,0.17,0.22,0.12,0.21,0.04
RICE,RICE ENERGY INC,US,Russell 1000,28.47,BJ2SP10,US7627601062,New York Stock Exchange Inc.,RICE:US,2,USD,0.2,0.19,0.18,0.07,0.15,0.09
SON,SONOCO PRODUCTS,US,Russell 1000,48.35,2821395,US8354951027,New York Stock Exchange Inc.,SON:US,2,USD,0.03,0.03,0.13,0.14,0.19,0.1
WAL,WESTERN ALLIANCE,US,Russell 1000,48.89,B0CCGJ4,US9576381092,New York Stock Exchange Inc.,WAL:US,2,USD,0.06,0.14,0.12,0.05,0.13,0.06
USFD,US FOODS HOLDING CORP,US,Russell 1000,27.25,BYVFC94,US9120081099,New York Stock Exchange Inc.,USFD:US,2,USD,0.19,0.12,0.2,0.11,0.15,0.07
ALSN,ALLISON TRANSMISSION HOLDINGS INC,US,Russell 1000,35.58,B4PZ892,US01973R1014,New York Stock Exchange Inc.,ALSN:US,2,USD,0.1,0.21,0.21,0.21,0.15,0.1
LVNTA,LIBERTY INTERACTIVE VENTURE CORP S,US,Russell 1000,57.18,BZ1BPL2,US53071M8560,NASDAQ,LVNTA:US,2,USD,0.04,0.19,0.11,0.19,0.15,0.08
BHF,BRIGHTHOUSE FINANCIAL INC,US,Russell 1000,56.93,BF429K9,US10922N1037,NASDAQ,BHF:US,2,USD,0.08,0.22,0.09,0.05,0.08,0.04
MPW,MEDICAL PROPERTIES TRUST REIT INC,US,Russell 1000,13.06,B0JL5L9,US58463J3041,New York Stock Exchange Inc.,MPW:US,2,USD,0.21,0.18,0.19,0.08,0.22,0.09
EXP,EAGLE MATERIALS INC,US,Russell 1000,102.17,2191399,US26969P1084,New York Stock Exchange Inc.,EXP:US,2,USD,0.15,0.1,0.11,0.05,0.2,0.14
HRC,HILL ROM HOLDINGS INC,US,Russell 1000,72.81,2425924,US4314751029,New York Stock Exchange Inc.,HRC:US,2,USD,0.21,0.18,0.11,0.11,0.21,0.1
ORI,OLD REPUBLIC INTERNATIONAL CORP,US,Russell 1000,19.72,2659109,US6802231042,New York Stock Exchange Inc.,ORI:US,2,USD,0.14,0.11,0.01,0.09,0.18,0.09
FL,FOOT LOCKER INC,US,Russell 1000,35.05,2980906,US3448491049,New York Stock Exchange Inc.,FL:US,2,USD,0.09,0.11,0.09,0.17,0.04,0.21
VVV,VALVOLINE INC,US,Russell 1000,23.12,BDG22J3,US92047W1018,New York Stock Exchange Inc.,VVV:US,2,USD,0.08,0.01,0.19,0.02,0.12,0.11
WSO,WATSCO INC,US,Russell 1000,154.68,2943039,US9426222009,New York Stock Exchange Inc.,WSO:US,2,USD,0.19,0.13,0.11,0.22,0.13,0.05
AR,ANTERO RESOURCES CORP,US,Russell 1000,20.27,BFD2WR8,US03674X1063,New York Stock Exchange Inc.,AR:US,2,USD,0.04,0.09,0.17,0.18,0.1,0.19
SIG,SIGNET JEWELERS LTD,US,Russell 1000,67.1,B3CTNK6,BMG812761002,New York Stock Exchange Inc.,SIG:US,2,USD,0.01,0.06,0.15,0.19,0.22,0.21
NUAN,NUANCE COMMUNICATIONS INC,US,Russell 1000,16.13,2402121,US67020Y1001,NASDAQ,NUAN:US,2,USD,0.12,0.03,0.21,0.21,0.17,0.08
SLM,SLM CORP,US,Russell 1000,10.86,2101967,US78442P1066,NASDAQ,SLM:US,2,USD,0.18,0.22,0.05,0.09,0.14,0.19
PNFP,PINNACLE FINANCIAL PARTNERS INC,US,Russell 1000,63.5,2675097,US72346Q1040,NASDAQ,PNFP:US,2,USD,0.11,0.11,0.06,0.07,0.05,0.21
HLF,HERBALIFE LTD,US,Russell 1000,67.21,B0539H3,KYG4412G1010,New York Stock Exchange Inc.,HLF:US,2,USD,0.19,0.16,0.08,0.02,0.1,0.21
CAVM,CAVIUM INC,US,Russell 1000,69.79,B3TWGL0,US14964U1088,NASDAQ,CAVM:US,2,USD,0.15,0.08,0.22,0.14,0.1,0.12
SNH,SENIOR HOUSING PROPERTIES TRUST RE,US,Russell 1000,19.85,2501631,US81721M1099,NASDAQ,SNH:US,2,USD,0.13,0.12,0.17,0.04,0.07,0.16
NFG,NATIONAL FUEL GAS,US,Russell 1000,57.11,2626103,US6361801011,New York Stock Exchange Inc.,NFG:US,2,USD,0.22,0.12,0.14,0.01,0.08,0.12
CRI,CARTERS INC,US,Russell 1000,93.06,2980939,US1462291097,New York Stock Exchange Inc.,CRI:US,2,USD,0.13,0.14,0.09,0.04,0.06,0.01
DATA,TABLEAU SOFTWARE INC CLASS A,US,Russell 1000,75.57,B8DJFL5,US87336U1051,New York Stock Exchange Inc.,DATA:US,2,USD,0.18,0.16,0.2,0.21,0.13,0.14
WBS,WEBSTER FINANCIAL CORP,US,Russell 1000,49.16,2945143,US9478901096,New York Stock Exchange Inc.,WBS:US,2,USD,0.09,0.02,0.13,0.2,0.06,0.21
ALR,ALERE INC,US,Russell 1000,50.5,2823089,US01449J1051,New York Stock Exchange Inc.,ALR:US,2,USD,0.16,0.21,0.11,0.14,0.01,0.18
X,US STEEL CORP CORP,US,Russell 1000,25.65,2824770,US9129091081,New York Stock Exchange Inc.,X:US,2,USD,0.2,0.11,0.05,0.08,0.07,0.13
TECH,BIO TECHNE CORP,US,Russell 1000,121.9,BSHZ3Q0,US09073M1045,NASDAQ,TECH:US,2,USD,0.21,0.07,0.19,0.14,0.17,0.04
NCR,NCR CORP,US,Russell 1000,36.26,2632650,US62886E1082,New York Stock Exchange Inc.,NCR:US,2,USD,0.12,0.14,0.18,0.19,0.12,0.04
EPR,EPR PROPERTIES REIT,US,Russell 1000,71.17,B8XXZP1,US26884U1097,New York Stock Exchange Inc.,EPR:US,2,USD,0.16,0.1,0.16,0.17,0.22,0.16
TSRO,TESARO INC,US,Russell 1000,118.74,B8BJ9G0,US8815691071,NASDAQ,TSRO:US,2,USD,0.06,0.04,0.12,0.16,0.16,0.05
NATI,NATIONAL INSTRUMENTS CORP,US,Russell 1000,40.97,2645078,US6365181022,NASDAQ,NATI:US,2,USD,0.1,0.08,0.2,0.19,0.05,0.16
STOR,STORE CAPITAL CORP,US,Russell 1000,25.89,BSKRKJ5,US8621211007,New York Stock Exchange Inc.,STOR:US,2,USD,0.19,0.17,0.03,0.01,0.09,0.13
BMS,BEMIS INC,US,Russell 1000,47.04,2090173,US0814371052,New York Stock Exchange Inc.,BMS:US,2,USD,0.08,0.16,0.19,0.14,0.21,0.14
TRN,TRINITY INDUSTRIES INC,US,Russell 1000,29.69,2904627,US8965221091,New York Stock Exchange Inc.,TRN:US,2,USD,0.13,0.2,0.16,0.09,0.21,0.03
WPX,WPX ENERGY INC,US,Russell 1000,10.74,B40PCD9,US98212B1035,New York Stock Exchange Inc.,WPX:US,2,USD,0.18,0.17,0.04,0.12,0.17,0.1
RRC,RANGE RESOURCES CORP,US,Russell 1000,19.04,2523334,US75281A1097,New York Stock Exchange Inc.,RRC:US,2,USD,0.21,0.16,0.05,0.15,0.22,0.11
LPLA,LPL FINANCIAL HOLDINGS INC,US,Russell 1000,48.17,B75JX34,US50212V1008,NASDAQ,LPLA:US,2,USD,0.2,0.18,0.03,0.22,0.06,0.14
GWR,GENESEE & WYOMING INC CLASS A,US,Russell 1000,71.71,2374060,US3715591059,New York Stock Exchange Inc.,GWR:US,2,USD,0.04,0.06,0.1,0.16,0.08,0.1
VST,VISTRA ENERGY CORP,US,Russell 1000,17.88,BZ8VJQ8,US92840M1027,New York Stock Exchange Inc.,VST:US,2,USD,0.22,0.18,0.06,0.1,0.06,0.09
EPC,EDGEWELL PERSONAL CARE,US,Russell 1000,74.08,BX8ZSB4,US28035Q1022,New York Stock Exchange Inc.,EPC:US,2,USD,0.06,0.05,0.19,0.08,0.02,0.2
SMG,SCOTTS MIRACLE GRO,US,Russell 1000,96.52,2781518,US8101861065,New York Stock Exchange Inc.,SMG:US,2,USD,0.2,0.19,0.13,0.19,0.09,0.07
WEX,WEX INC,US,Russell 1000,110.98,B8383P2,US96208T1043,New York Stock Exchange Inc.,WEX:US,2,USD,0.03,0.21,0.02,0.04,0.04,0.08
POOL,POOL CORP,US,Russell 1000,106.9,2781585,US73278L1052,NASDAQ,POOL:US,2,USD,0.13,0.14,0.12,0.03,0.01,0.01
Z,ZILLOW GROUP INC CLASS C,US,Russell 1000,40.02,BYXJF62,US98954M2008,NASDAQ,Z:US,2,USD,0.13,0.18,0.09,0.16,0.16,0.13
R,RYDER SYSTEM INC,US,Russell 1000,79.83,2760669,US7835491082,New York Stock Exchange Inc.,R:US,2,USD,0.05,0.16,0.1,0.1,0.22,0.13
RSPP,RSP PERMIAN INC,US,Russell 1000,32.01,BJ0JSM7,US74978Q1058,New York Stock Exchange Inc.,RSPP:US,2,USD,0.04,0.18,0.03,0.03,0.15,0.12
DNB,DUN & BRADSTREET CORP,US,Russell 1000,110.91,2636254,US26483E1001,New York Stock Exchange Inc.,DNB:US,2,USD,0.12,0.04,0.19,0.06,0.05,0.15
FNB,FNB CORP,US,Russell 1000,13.08,2041308,US3025201019,New York Stock Exchange Inc.,FNB:US,2,USD,0.21,0.07,0.13,0.17,0.02,0.17
ROL,ROLLINS INC,US,Russell 1000,44.19,2747305,US7757111049,New York Stock Exchange Inc.,ROL:US,2,USD,0.17,0.15,0.06,0.04,0.14,0.11
TDC,TERADATA CORP,US,Russell 1000,32.98,B247H10,US88076W1036,New York Stock Exchange Inc.,TDC:US,2,USD,0.13,0.18,0.19,0.2,0.19,0.03
DISCK,DISCOVERY COMMUNICATIONS INC SERIE,US,Russell 1000,20.06,B3D7KG4,US25470F3029,NASDAQ,DISCK:US,2,USD,0.2,0.14,0.09,0.15,0.09,0.13
WSM,WILLIAMS SONOMA INC,US,Russell 1000,48.12,2967589,US9699041011,New York Stock Exchange Inc.,WSM:US,2,USD,0.02,0.09,0.08,0.11,0.19,0.03
GPK,GRAPHIC PACKAGING HOLDING,US,Russell 1000,13.33,B2Q8249,US3886891015,New York Stock Exchange Inc.,GPK:US,2,USD,0.02,0.1,0.15,0.08,0.2,0.02
MUR,MURPHY OIL CORP,US,Russell 1000,25.67,2611206,US6267171022,New York Stock Exchange Inc.,MUR:US,2,USD,0.02,0.09,0.09,0.01,0.15,0.07
VC,VISTEON CORP,US,Russell 1000,121.43,B4N0JJ6,US92839U2069,New York Stock Exchange Inc.,VC:US,2,USD,0.01,0.09,0.09,0.21,0.19,0.16
SRC,SPIRIT REALTY CAPITAL REIT INC,US,Russell 1000,8.67,BBVHWR7,US84860W1027,New York Stock Exchange Inc.,SRC:US,2,USD,0.22,0.09,0.15,0.13,0.17,0.14
MSG,MADISON SQUARE GARDEN CLASS A,US,Russell 1000,214.51,BYQCZ35,US55825T1034,New York Stock Exchange Inc.,MSG:US,2,USD,0.03,0.05,0.21,0.22,0.09,0.05
CASY,CASEYS GENERAL STORES INC,US,Russell 1000,107.59,2179414,US1475281036,NASDAQ,CASY:US,2,USD,0.08,0.09,0.18,0.09,0.02,0.01
BFAM,BRIGHT HORIZONS FAMILY SOLUTIONS I,US,Russell 1000,81.36,B7MJWP2,US1091941005,New York Stock Exchange Inc.,BFAM:US,2,USD,0.21,0.12,0.04,0.11,0.05,0.12
HHC,HOWARD HUGHES CORP,US,Russell 1000,115.37,B5VR4H9,US44267D1072,New York Stock Exchange Inc.,HHC:US,2,USD,0.17,0.06,0.13,0.01,0.15,0.07
VSM,VERSUM MATERIALS INC,US,Russell 1000,37.7,BD37KN1,US92532W1036,New York Stock Exchange Inc.,VSM:US,2,USD,0.16,0.02,0.17,0.02,0.06,0.1
HPT,HOSPITALITY PROPERTIES TRUST REIT,US,Russell 1000,27.98,2438966,US44106M1027,NASDAQ,HPT:US,2,USD,0.12,0.15,0.19,0.03,0.19,0.19
HAIN,HAIN CELESTIAL GROUP INC,US,Russell 1000,40.43,2492337,US4052171000,NASDAQ,HAIN:US,2,USD,0.05,0.08,0.09,0.06,0.13,0.03
SIX,SIX FLAGS ENTERTAINMENT CORP,US,Russell 1000,56.75,B43VKB8,US83001A1025,New York Stock Exchange Inc.,SIX:US,2,USD,0.04,0.11,0.08,0.05,0.03,0.07
G,GENPACT LTD,US,Russell 1000,28.09,B23DBK6,BMG3922B1072,New York Stock Exchange Inc.,G:US,2,USD,0.17,0.01,0.18,0.06,0.09,0.22
CLGX,CORELOGIC INC,US,Russell 1000,46.07,B5541Y2,US21871D1037,New York Stock Exchange Inc.,CLGX:US,2,USD,0.13,0.16,0.02,0.05,0.19,0.01
THG,HANOVER INSURANCE GROUP INC,US,Russell 1000,96.6,2020415,US4108671052,New York Stock Exchange Inc.,THG:US,2,USD,0.03,0.03,0.01,0.22,0.09,0.07
PB,PROSPERITY BANCSHARES INC,US,Russell 1000,60.47,2310257,US7436061052,New York Stock Exchange Inc.,PB:US,2,USD,0.01,0.16,0.07,0.14,0.06,0.01
FHN,FIRST HORIZON NATIONAL CORP,US,Russell 1000,17.65,2341484,US3205171057,New York Stock Exchange Inc.,FHN:US,2,USD,0.18,0.08,0.06,0.04,0.16,0.03
TEX,TEREX CORP,US,Russell 1000,44.34,2884224,US8807791038,New York Stock Exchange Inc.,TEX:US,2,USD,0.09,0.1,0.16,0.15,0.18,0.02
BPOP,POPULAR INC,US,Russell 1000,39.4,B86QM90,PR7331747001,NASDAQ,BPOP:US,2,USD,0.1,0.07,0.18,0.06,0.11,0.13
FSLR,FIRST SOLAR INC,US,Russell 1000,48.86,B1HMF22,US3364331070,NASDAQ,FSLR:US,2,USD,0.16,0.15,0.05,0.17,0.17,0.16
NAVI,NAVIENT CORP,US,Russell 1000,14.07,BLP5GX1,US63938C1080,NASDAQ,NAVI:US,2,USD,0.2,0.16,0.09,0.07,0.11,0.02
CPA,COPA HOLDINGS A SA,US,Russell 1000,129.66,B0TNJH9,PAP310761054,New York Stock Exchange Inc.,CPA:US,2,USD,0.12,0.17,0.15,0.11,0.16,0.1
LSTR,LANDSTAR SYSTEM INC,US,Russell 1000,95,2503994,US5150981018,NASDAQ,LSTR:US,2,USD,0.06,0.08,0.09,0.22,0.21,0.18
ASH,ASHLAND GLOBAL INC,US,Russell 1000,64.18,BYND5N1,US0441861046,New York Stock Exchange Inc.,ASH:US,2,USD,0.12,0.18,0.06,0.08,0.02,0.08
WRI,WEINGARTEN REALTY INVESTORS REIT,US,Russell 1000,32.14,2946618,US9487411038,New York Stock Exchange Inc.,WRI:US,2,USD,0.08,0.11,0.14,0.08,0.03,0.16
CR,CRANE,US,Russell 1000,76.64,2231897,US2243991054,New York Stock Exchange Inc.,CR:US,2,USD,0.17,0.06,0.03,0.05,0.05,0.09
APLE,APPLE HOSPITALITY REIT INC,US,Russell 1000,18.59,BXRTX56,US03784Y2000,New York Stock Exchange Inc.,APLE:US,2,USD,0.04,0.21,0.09,0.05,0.22,0.08
PTEN,PATTERSON UTI ENERGY INC,US,Russell 1000,18.68,2672537,US7034811015,NASDAQ,PTEN:US,2,USD,0.06,0.06,0.1,0.16,0.09,0.13
PK,PARK HOTELS RESORTS INC,US,Russell 1000,26.9,BYVMVV0,US7005171050,New York Stock Exchange Inc.,PK:US,2,USD,0.08,0.21,0.03,0.15,0.05,0.2
OI,OWENS ILLINOIS INC,US,Russell 1000,24.14,2662862,US6907684038,New York Stock Exchange Inc.,OI:US,2,USD,0.08,0.2,0.11,0.16,0.14,0.09
AL,AIR LEASE CORP CLASS A,US,Russell 1000,40.68,B3XS562,US00912X3026,New York Stock Exchange Inc.,AL:US,2,USD,0.18,0.08,0.13,0.16,0.14,0.1
COR,CORESITE REALTY REIT CORP,US,Russell 1000,113.08,B3T3VV8,US21870Q1058,New York Stock Exchange Inc.,COR:US,2,USD,0.04,0.17,0.19,0.05,0.21,0.08
ITT,ITT INC,US,Russell 1000,43.2,BZBY209,US45073V1089,New York Stock Exchange Inc.,ITT:US,2,USD,0.12,0.03,0.13,0.18,0.08,0.21
STAY,EXTENDED STAY AMERICA UNITS INC,US,Russell 1000,19.64,BGH3F75,US30224P2002,New York Stock Exchange Inc.,STAY:US,2,USD,0.21,0.19,0.06,0.07,0.19,0.12
LSXMA,LIBERTY MEDIA LIBERTY SIRIUSXM COR,US,Russell 1000,42.04,BD8QGF7,US5312294094,NASDAQ,LSXMA:US,2,USD,0.16,0.16,0.21,0.15,0.09,0.2
BBBY,BED BATH AND BEYOND INC,US,Russell 1000,27.03,2085878,US0758961009,NASDAQ,BBBY:US,2,USD,0.1,0.22,0.01,0.12,0.03,0.12
WTM,WHITE MOUNTAINS INSURANCE GROUP LT,US,Russell 1000,844.05,2339252,BMG9618E1075,New York Stock Exchange Inc.,WTM:US,2,USD,0.06,0.2,0.04,0.03,0.12,0.12
MD,MEDNAX INC,US,Russell 1000,41.19,2677640,US58502B1061,New York Stock Exchange Inc.,MD:US,2,USD,0.07,0.22,0.08,0.21,0.06,0.05
SABR,SABRE CORP,US,Russell 1000,18.08,BLLHH27,US78573M1045,NASDAQ,SABR:US,2,USD,0.2,0.21,0.14,0.04,0.2,0.02
LSI,LIFE STORAGE INC,US,Russell 1000,81.13,BDCSFJ6,US53223X1072,New York Stock Exchange Inc.,LSI:US,2,USD,0.12,0.12,0.09,0.02,0.2,0.03
CFX,COLFAX CORP,US,Russell 1000,41.77,B2RB4W9,US1940141062,New York Stock Exchange Inc.,CFX:US,2,USD,0.2,0.04,0.02,0.02,0.21,0.11
RYN,RAYONIER REIT INC,US,Russell 1000,28.53,2473138,US7549071030,New York Stock Exchange Inc.,RYN:US,2,USD,0.04,0.18,0.1,0.19,0.07,0.07
CNK,CINEMARK HOLDINGS INC,US,Russell 1000,35.23,B1W7RQ0,US17243V1026,New York Stock Exchange Inc.,CNK:US,2,USD,0.2,0.01,0.06,0.08,0.06,0.22
RIG,TRANSOCEAN LTD,US,Russell 1000,9.35,B3KFWW1,CH0048265513,New York Stock Exchange Inc.,RIG:US,2,USD,0.09,0.17,0.15,0.21,0.01,0.03
CHK,CHESAPEAKE ENERGY CORP,US,Russell 1000,4.04,2182779,US1651671075,New York Stock Exchange Inc.,CHK:US,2,USD,0.17,0.06,0.17,0.13,0.21,0.18
